Date,Price,Open,High,Low,Vol.,Change %
3/22/19,99900,99900.0,100400.0,98700.0,715.73K,0.91%
3/25/19,98200,96500.0,98200.0,95600.0,875.55K,-1.70%
3/26/19,97100,99000.0,99000.0,96200.0,349.12K,-1.12%
3/27/19,97200,98600.0,98600.0,97100.0,371.57K,0.10%
3/28/19,98600,96000.0,98600.0,96000.0,340.66K,1.44%
3/29/19,98200,98900.0,99500.0,98100.0,255.71K,-0.41%
4/1/19,100700,98500.0,101000.0,98500.0,433.76K,2.55%
4/2/19,101000,102100.0,102600.0,101000.0,563.16K,0.30%
4/3/19,101500,101100.0,101900.0,100100.0,451.15K,0.50%
4/4/19,101300,101900.0,102200.0,101200.0,379.65K,-0.20%
4/5/19,103800,101300.0,103800.0,101000.0,845.35K,2.47%
4/8/19,107000,105000.0,107000.0,105000.0,886.19K,3.08%
4/9/19,105000,108000.0,108000.0,104500.0,705.70K,-1.87%
4/10/19,105200,104500.0,105700.0,103900.0,467.86K,0.19%
4/11/19,105000,106200.0,106200.0,105000.0,281.39K,-0.19%
4/12/19,106500,104500.0,107300.0,103700.0,393.55K,1.43%
4/16/19,105300,105000.0,105800.0,104000.0,303.00K,-1.13%
4/17/19,106800,105400.0,107900.0,105400.0,664.24K,1.42%
4/18/19,105600,106500.0,107000.0,105300.0,265.36K,-1.12%
4/19/19,106200,107000.0,107600.0,105900.0,221.52K,0.57%
4/22/19,108600,106300.0,110000.0,106200.0,415.66K,2.26%
4/23/19,112200,110000.0,112900.0,109500.0,743.71K,3.31%
4/24/19,112200,112000.0,114900.0,112000.0,451.46K,0.00%
4/25/19,113000,112200.0,113800.0,111700.0,310.48K,0.71%
4/26/19,112800,112200.0,113500.0,112000.0,155.14K,-0.18%
5/2/19,114000,112000.0,114500.0,111900.0,229.35K,1.06%
5/3/19,112500,112300.0,113900.0,111500.0,208.38K,-1.32%
5/6/19,107900,110000.0,111500.0,106700.0,388.71K,-4.09%
5/7/19,108500,108800.0,109800.0,108000.0,235.77K,0.56%
5/8/19,109000,108500.0,109500.0,106000.0,388.88K,0.46%
5/9/19,106600,109000.0,109000.0,106400.0,319.30K,-2.20%
5/10/19,107900,106600.0,108400.0,106600.0,242.39K,1.22%
5/13/19,106600,108000.0,108000.0,106500.0,266.91K,-1.20%
5/14/19,109000,106500.0,109000.0,105800.0,312.12K,2.25%
5/15/19,110000,109000.0,110800.0,109000.0,308.57K,0.92%
5/16/19,110100,112000.0,112000.0,110100.0,186.42K,0.09%
5/17/19,110200,111000.0,111400.0,110200.0,291.76K,0.09%
5/20/19,113000,110700.0,113000.0,110200.0,395.86K,2.54%
5/21/19,111500,113000.0,113200.0,111300.0,396.20K,-1.33%
5/22/19,110500,111500.0,113500.0,110500.0,255.74K,-0.90%
5/23/19,109100,110000.0,110500.0,107500.0,469.57K,-1.27%
