Date,Price,Open,High,Low,Vol.,Change %
6/17/19,6889,6889.0,6926.0,6851.9,6.29M,0.00%
6/18/19,6833.4,6851.9,6889.0,6740.8,7.27M,-0.81%
6/19/19,6870.4,6889.0,6907.5,6740.8,3.49M,0.54%
6/20/19,7111.2,6814.9,7111.2,6814.9,11.74M,3.50%
6/21/19,7148.2,7074.2,7185.3,7074.2,6.26M,0.52%
6/24/19,7148.2,7111.2,7203.8,7092.7,5.42M,0.00%
6/25/19,7185.3,7129.7,7203.8,7111.2,7.03M,0.52%
6/26/19,7111.2,7148.2,7185.3,7111.2,3.26M,-1.03%
6/27/19,6981.6,7055.6,7111.2,6944.5,7.21M,-1.82%
6/28/19,7000.1,6926.0,7018.6,6833.4,5.30M,0.26%
7/1/19,7185.3,7000.1,7185.3,6981.6,4.53M,2.65%
7/2/19,7148.2,7166.7,7259.3,7129.7,4.37M,-0.52%
7/3/19,7111.2,7148.2,7148.2,7037.1,3.60M,-0.52%
7/4/19,7166.7,7111.2,7203.8,7111.2,3.53M,0.78%
7/5/19,7185.3,7203.8,7296.4,7166.7,4.39M,0.26%
7/8/19,7166.7,7111.2,7185.3,7037.1,3.53M,-0.26%
7/9/19,7148.2,7166.7,7166.7,7074.2,2.79M,-0.26%
7/10/19,7185.3,7148.2,7222.3,7129.7,3.55M,0.52%
7/11/19,7277.9,7222.3,7277.9,7185.3,6.99M,1.29%
7/12/19,7222.3,7296.4,7333.4,7222.3,5.55M,-0.76%
7/15/19,7259.3,7259.3,7296.4,7185.3,5.02M,0.51%
7/16/19,7296.4,7259.3,7314.9,7259.3,2.79M,0.51%
7/17/19,7185.3,7277.9,7314.9,7148.2,7.49M,-1.52%
7/18/19,7148.2,7148.2,7185.3,7092.7,5.39M,-0.52%
7/19/19,7185.3,7148.2,7203.8,7092.7,6.74M,0.52%
7/22/19,7074.2,7111.2,7185.3,7037.1,2.83M,-1.55%
7/23/19,7074.2,7074.2,7111.2,7018.6,3.27M,0.00%
7/24/19,7074.2,7092.7,7092.7,7000.1,2.05M,0.00%
7/25/19,6963,7074.2,7074.2,6963.0,3.95M,-1.57%
7/26/19,6944.5,6944.5,7000.1,6889.0,2.33M,-0.27%
7/29/19,6944.5,6944.5,6981.6,6889.0,2.49M,0.00%
7/30/19,6907.5,6944.5,6981.6,6870.4,2.42M,-0.53%
7/31/19,6870.4,6926.0,6926.0,6833.4,3.97M,-0.54%
8/1/19,6851.9,6870.4,6889.0,6777.9,2.16M,-0.27%
8/2/19,7055.6,6889.0,7185.3,6814.9,10.37M,2.97%
8/5/19,7018.6,7055.6,7185.3,7018.6,8.28M,-0.52%
8/6/19,6963,6889.0,6963.0,6833.4,5.61M,-0.79%
8/7/19,6944.5,6963.0,6963.0,6870.4,3.48M,-0.27%
8/8/19,6926,6889.0,6963.0,6851.9,3.35M,-0.27%
8/9/19,7037.1,6926.0,7074.2,6851.9,5.13M,1.60%
8/12/19,7037.1,7037.1,7074.2,6963.0,2.30M,0.00%
8/13/19,7074.2,7055.6,7185.3,7000.1,8.15M,0.53%
8/14/19,7129.7,7148.2,7166.7,7092.7,2.96M,0.78%
8/15/19,7148.2,7000.1,7148.2,7000.1,3.58M,0.26%
8/16/19,7203.8,7148.2,7296.4,7092.7,8.97M,0.78%
8/19/19,7203.8,7222.3,7277.9,7166.7,2.83M,0.00%
8/20/19,7222.3,7222.3,7240.8,7185.3,2.19M,0.26%
8/21/19,7314.9,7222.3,7314.9,7185.3,5.59M,1.28%
8/22/19,7333.4,7314.9,7370.5,7259.3,4.13M,0.25%
8/23/19,7333.4,7370.5,7370.5,7240.8,4.27M,0.00%
8/26/19,7444.5,7296.4,7463.0,7259.3,9.67M,1.51%
8/27/19,7555.6,7444.5,7685.3,7444.5,8.47M,1.49%
8/28/19,7518.6,7555.6,7592.7,7481.6,2.52M,-0.49%
8/29/19,7555.6,7518.6,7555.6,7444.5,2.81M,0.49%
8/30/19,7518.6,7592.7,7592.7,7500.1,3.04M,-0.49%
9/3/19,7518.6,7537.1,7555.6,7222.3,3.03M,0.00%
9/4/19,7333.4,7444.5,7481.6,7333.4,3.60M,-2.46%
9/5/19,7500.1,7407.5,7500.1,7370.5,3.68M,2.27%
9/6/19,7537.1,7555.6,7648.2,7537.1,5.70M,0.49%
9/9/19,7463,7518.6,7537.1,7407.5,4.21M,-0.98%
9/10/19,7444.5,7444.5,7537.1,7389.0,2.43M,-0.25%
9/11/19,7444.5,7463.0,7481.6,7389.0,2.19M,0.00%
9/12/19,7592.7,7426.0,7592.7,7426.0,5.01M,1.99%
9/13/19,7666.8,7592.7,7703.8,7518.6,7.79M,0.98%
9/16/19,7666.8,7666.8,7703.8,7611.2,4.37M,0.00%
9/17/19,7629.7,7629.7,7685.3,7592.7,2.50M,-0.48%
9/18/19,7814.9,7648.2,7814.9,7611.2,10.68M,2.43%
9/19/19,7944.5,7777.9,7944.5,7777.9,6.71M,1.66%
9/20/19,7926,7944.5,7963.1,7851.9,7.37M,-0.23%
9/23/19,7926,7926.0,8037.1,7907.5,9.77M,0.00%
9/24/19,7907.5,7889.0,7944.5,7851.9,4.41M,-0.23%
9/25/19,7926,7889.0,7944.5,7870.5,5.37M,0.23%
9/26/19,8018.6,7944.5,8037.1,7944.5,6.77M,1.17%
9/27/19,8203.8,8074.2,8203.8,8018.6,10.68M,2.31%
9/30/19,8166.8,8259.4,8314.9,8148.2,6.90M,-0.45%
10/1/19,8277.9,8166.8,8296.4,8148.2,6.93M,1.36%
10/2/19,8370.5,8259.4,8444.5,8240.8,18.32M,1.12%
10/3/19,8370.5,8333.4,8370.5,8203.8,15.60M,0.00%
10/4/19,8259.4,8426.0,8426.0,8259.4,14.32M,-1.33%
10/7/19,8055.6,8296.4,8296.4,8018.6,18.33M,-2.47%
10/8/19,8148.2,8055.6,8148.2,8037.1,16.92M,1.15%
10/9/19,8185.3,8111.2,8203.8,8111.2,15.83M,0.46%
10/10/19,8222.3,8185.3,8259.4,8185.3,12.51M,0.45%
10/11/19,8185.3,8277.9,8277.9,8185.3,13.23M,-0.45%
10/14/19,8259.4,8185.3,8259.4,8166.8,17.00M,0.91%
10/15/19,8351.9,8222.3,8370.5,8222.3,9.71M,1.12%
10/16/19,8351.9,8351.9,8407.5,8314.9,9.69M,0.00%
10/17/19,8333.4,8351.9,8351.9,8259.4,9.14M,-0.22%
10/18/19,8296.4,8333.4,8333.4,8148.2,14.69M,-0.44%
10/21/19,8148.2,8148.2,8222.3,8055.6,16.16M,-1.79%
10/22/19,8111.2,8129.7,8148.2,8055.6,17.42M,-0.45%
10/23/19,8203.8,8074.2,8203.8,8018.6,14.82M,1.14%
10/24/19,8074.2,8185.3,8185.3,8055.6,5.02M,-1.58%
10/25/19,8148.2,8111.2,8148.2,8055.6,4.11M,0.92%
10/28/19,8166.8,8148.2,8185.3,8129.7,3.65M,0.23%
10/29/19,8111.2,8185.3,8185.3,8074.2,1.95M,-0.68%
10/30/19,8074.2,8111.2,8111.2,8037.1,3.83M,-0.46%
10/31/19,7963.1,8092.7,8092.7,7963.1,3.66M,-1.38%
11/1/19,7963.1,7944.5,8018.6,7870.5,5.80M,0.00%
11/4/19,8148.2,8000.1,8148.2,7981.6,6.91M,2.32%
11/5/19,8240.8,8222.3,8259.4,8148.2,7.67M,1.14%
11/6/19,8203.8,8203.8,8296.4,8166.8,5.28M,-0.45%
11/7/19,8148.2,8222.3,8240.8,8129.7,3.82M,-0.68%
11/8/19,8203.8,8148.2,8240.8,8148.2,6.02M,0.68%
11/11/19,8111.2,8185.3,8203.8,8055.6,4.36M,-1.13%
11/12/19,8018.6,8074.2,8074.2,8018.6,4.64M,-1.14%
11/13/19,7963.1,8037.1,8055.6,7870.5,6.36M,-0.69%
11/14/19,7777.9,7889.0,7963.1,7777.9,6.14M,-2.33%
11/15/19,7926,7796.4,7926.0,7777.9,3.73M,1.90%
11/18/19,7851.9,7926.0,7926.0,7833.4,2.14M,-0.93%
11/19/19,7889,7851.9,7889.0,7814.9,1.84M,0.47%
11/20/19,7740.8,7889.0,7889.0,7703.8,3.15M,-1.88%
11/21/19,7407.5,7703.8,7833.4,7407.5,10.16M,-4.31%
11/22/19,7481.6,7518.6,7574.2,7370.5,3.85M,1.00%
11/25/19,7481.6,7407.5,7518.6,7407.5,2.62M,0.00%
11/26/19,7574.2,7481.6,7574.2,7481.6,3.96M,1.24%
11/27/19,7555.6,7574.2,7592.7,7500.1,2.19M,-0.25%
11/28/19,7426,7518.6,7555.6,7407.5,3.94M,-1.72%
11/29/19,7463,7389.0,7463.0,7370.5,2.02M,0.50%
12/2/19,7222.3,7407.5,7463.0,7222.3,2.92M,-3.23%
12/3/19,6926,7129.7,7203.8,6926.0,3.80M,-4.10%
12/4/19,7314.9,6944.5,7314.9,6944.5,4.84M,5.62%
12/5/19,7259.3,7259.3,7314.9,7166.7,1.78M,-0.76%
12/6/19,7259.3,7166.7,7277.9,7148.2,1.96M,0.00%
